,incident_id,date,state,city,address,n_killed,n_injured,incident_characteristics,lat_incident,lng_incident
115,480344,2/12/13,Utah,Midvale,3600 block of East Apache Trail,14,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement||Possessi...",33.4473,-111.503
116,480358,2/19/13,California,Orange (county),Frenchmen Street,9,19,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Drug involvement",29.9861,-90.0595
117,480383,2/21/13,Oklahoma,Tulsa,Kings Run Road,3,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.1788,-84.5124
118,480401,2/22/13,Michigan,Grand Rapids,Delaware Ave,6,2,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator shot,40.0521,-74.9578
119,480407,2/23/13,California,Lancaster,9000 block of Carlin,9,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3613,-83.1787
120,480443,2/24/13,Georgia,Macon,2600 block of Daggett Street,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9204,-75.2296
121,481186,3/2/13,Louisiana,Shreveport,Sutphin Blvd and Rockaway Blvd,12,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Possession of gun by felon or prohibited person",40.673,-73.7881
122,481198,3/3/13,Georgia,Moultrie,2073 Pleasant Oak Rd,6,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of gun ...",37.0177,-78.1562
123,481208,3/3/13,Michigan,Saginaw (county),2281 Ketchum Rd,2,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.079,-89.988
124,481213,3/4/13,California,Los Banos,,7,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3481,-83.0613
125,481220,3/5/13,Indiana,Indianapolis,5200 block of West Iowa Street,11,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.8968,-87.7556
126,481229,3/7/13,Mississippi,Jackson,1034 Main Street,4,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Armed robbery with injury/death...",36.3474,-83.2849
127,481237,3/10/13,Missouri,Kansas City,3700 block of Columbus Street,5,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.3998,-118.952
128,482771,3/11/13,District of Columbia,Washington,1100 block of Paterson,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or p...",43.034,-83.7182
129,482801,3/13/13,California,Oceanside,1900 block of Coliseum Drive,11,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or p...",37.0377,-76.3859
130,482856,3/13/13,New York,Mohawk,2850 Brewer Avenue,10,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.0848,-89.9678
131,482838,3/14/13,California,Modesto,,13,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",41.8859,-87.6251
132,482926,3/16/13,California,Galt,1000 block of Fair Street,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.749,-84.4211
133,482934,3/17/13,California,Stockton,4126 N Teutonia Ave,9,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",43.092,-87.94
134,482942,3/17/13,Florida,Belle Glade,1st block of Linfield Drive,5,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.1472,-122.24
135,483737,3/21/13,Illinois,Chicago,1913 East 46th Street,10,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.8401,-86.1289
136,483765,3/21/13,Missouri,Kansas City,4000 block of Roebling Lane,3,7,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",36.8459,-76.1171
137,483788,3/22/13,New York,Brooklyn,Union Street,12,7,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",33.0354,-85.0244
138,483835,3/30/13,California,Merced (county),2036 Yorkshire Ave,15,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||School Incident||School Shooting - univers...",34.026,-118.461
139,483817,3/31/13,Washington,Auburn,600 block of West Princess Street,11,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.955,-76.7412
140,483861,4/6/13,South Carolina,Greenwood,4700 block of Highland Ave,2,6,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.6647,-90.2506
141,483872,4/7/13,New York,New York (Manhattan),5700 block of South Sangamon Street,12,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",41.7904,-87.649
142,483878,4/7/13,California,Long Beach,2201 Little Avenue,3,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.9689,-79.9787
143,484268,4/9/13,Pennsylvania,Philadelphia,256 Hartford Ave,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of...",41.8173,-71.4516
144,484279,4/10/13,California,Vallejo,135 Brinkhaven Ave,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence||Possession of gun by felon or prohibited person",36.1646,-86.7771
145,484307,4/14/13,Arizona,Phoenix,9780 Bissonnet,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",29.6754,-95.5499
146,484287,4/14/13,Kentucky,Lexington,900block of East 79th Street,6,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",41.7513,-87.6027
147,484317,4/18/13,Ohio,Akron,600 block of West Princess Street,10,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.955,-76.7412
148,484333,4/21/13,Washington,Federal Way,4700 block of Highland Ave,9,6,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.6647,-90.2506
149,484351,4/22/13,Illinois,Chicago (Englewood),5700 block of South Sangamon Street,2,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one loca...",41.7904,-87.649
150,485746,4/22/13,Louisiana,Harvey,2201 Little Avenue,9,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.9689,-79.9787
151,485811,4/24/13,Illinois,Manchester,256 Hartford Ave,7,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of...",41.8173,-71.4516
152,489185,4/25/13,Ohio,Oberlin,135 Brinkhaven Ave,10,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence||Possession of gun by felon or prohibited person",36.1646,-86.7771
153,485821,4/27/13,Florida,Williston,9780 Bissonnet,3,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",29.6754,-95.5499
154,485874,4/28/13,North Carolina,Charlotte,900block of East 79th Street,12,3,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",41.7513,-87.6027
155,485885,4/28/13,Pennsylvania,Chester,438 East Main Street,6,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or aroun...",35.6141,-88.815
156,485979,4/28/13,Tennessee,Jackson,600 block of Cokesbury Ave,5,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",39.3167,-76.6085
157,984353,5/2/13,Maryland,Baltimore,804 S. 16th St,7,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7268,-74.2116
158,486005,5/2/13,New Jersey,Newark,150 South Equity Drive,12,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",35.5076,-78.3221
159,486027,5/4/13,North Carolina,Smithfield,Bay Road and University Avenue,11,5,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.4717,-122.14
160,486056,5/5/13,California,Palo Alto,Horner and Messenger streets,15,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.3091,-78.9124
161,486068,5/6/13,Pennsylvania,Johnstown,1600 block of West 205th Street,6,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",33.8447,-118.307
162,486109,5/10/13,California,Los Angeles,E Main Cross St,9,0,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject...",39.1149,-85.8929
163,486142,5/11/13,Indiana,Columbus,21st Street and Medary Avenue,13,4,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.0505,-75.1554
164,486121,5/11/13,Pennsylvania,Philadelphia,Fremont Street,5,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7207,-74.0593
165,486244,5/11/13,New Jersey,Jersey City,3600 block of East Apache Trail,12,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement||Possessi...",33.4473,-111.503
166,486153,5/12/13,Arizona,Apache Junction,Frenchmen Street,11,19,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Drug involvement",29.9861,-90.0595
167,486209,5/12/13,Louisiana,New Orleans,Kings Run Road,11,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.1788,-84.5124
168,486316,5/13/13,Ohio,Cincinnati,Delaware Ave,3,2,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator shot,40.0521,-74.9578
169,1007785,5/14/13,New Jersey,Delanco,9000 block of Carlin,14,4,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3613,-83.1787
170,486327,5/15/13,Michigan,Detroit,2600 block of Daggett Street,2,4,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9204,-75.2296
171,486334,5/16/13,Pennsylvania,Philadelphia,Sutphin Blvd and Rockaway Blvd,15,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Possession of gun by felon or prohibited person",40.673,-73.7881
172,873575,5/18/13,New York,Jamaica,,,,,,
173,486611,5/18/13,Virginia,Victoria,,,,,,
174,486586,5/19/13,Tennessee,Memphis,,,,,,
175,486605,5/19/13,Michigan,Detroit,,,,,,
176,486617,5/20/13,Illinois,Chicago,,,,,,
177,486623,5/23/13,Tennessee,Bean Station,,,,,,
178,486971,5/24/13,California,Bakersfield,,,,,,
179,486977,5/25/13,Michigan,Flint,,,,,,
180,486998,5/25/13,Virginia,Hampton,,,,,,
181,487052,5/28/13,Tennessee,Memphis,,,,,,
182,487082,5/29/13,Illinois,Chicago,,,,,,
183,487088,5/31/13,Georgia,Atlanta,,,,,,
184,487261,6/1/13,Wisconsin,Milwaukee,,,,,,
185,489314,6/1/13,California,Vallejo,,,,,,
186,487266,6/2/13,Indiana,Indianapolis,,,,,,
187,487271,6/2/13,Virginia,Virginia Beach,,,,,,
188,487435,6/2/13,Georgia,Lagrange,,,,,,
189,489581,6/7/13,California,Santa Monica,,,,,,
190,487645,6/9/13,Pennsylvania,York,,,,,,
191,487659,6/10/13,Missouri,Saint Louis,,,,,,
192,487670,6/10/13,Illinois,Chicago,,,,,,
193,487715,6/14/13,North Carolina,High Point,,,,,,
194,488992,6/15/13,Rhode Island,Providence,,,,,,
195,487833,6/15/13,Tennessee,Nashville,,,,,,
196,487891,6/15/13,Texas,Houston,,,,,,
197,488134,6/16/13,Illinois,Chicago,,,,,,
